# Animation types for animation lookups		
# ID	TYPE	FLAGS
722	MONSTER		10000	0 #	Gargoyle_Undead
723	MONSTER		10000	0 #	Green Goblin
724	MONSTER		10000	0 #	Gremlin
725	MONSTER		10000	0 #	Humunculous
726	MONSTER		10000	0 #	Kepetch
727	MONSTER		10000	0 #	Kepetch_Shorn
728	MONSTER		10000	0 #	Medusa
729	MONSTER		10000	0 #	Mimic
730	MONSTER		10000	0 #	Raptor
732	MONSTER		10000	0 #	RotWorm
733	MONSTER		10000	0 #	Skree
734	MONSTER		10000	0 #	Slith
735	MONSTER		10000	0 #	Spider_Female
736	MONSTER		10000	0 #	Spider_Male
737	MONSTER		10000	0 #	Spider_TrapDoor
738	MONSTER		10000	0 #	Trapdoor_Creature
739	MONSTER		10000	0 #	Wolf_Leather
293	MONSTER		10000	0 #	Gargoyle_Pet
286	MONSTER		10000	0 #	RotWorm_Juvenile
287	MONSTER		10000	0 #	Bloodworm
692	MONSTER		10000	0 # 	AnimatedWeapon
830	MONSTER		10000	0 # 	Primevil Lich
829	MONSTER		10000	0 # 	Rising Colosus
741	MONSTER		10000	0 # 	Slasher of Veils
826	MONSTER		10008	0 # 	Stygian Dragon
740	MONSTER		10000	0 # 	Shadow Dweller
742	MONSTER		10000	0 # 	Tunnel Spirit Body
743	MONSTER		10000	0 # 	Tunnel Spirit Tentacle
334	MONSTER		10000	0 # 	Grey Goblin
832	MONSTER		10008	0 # 	Phoenix Bird
270	MONSTER		10000	0 #	Bulbous Putrification
831	ANIMAL		10008	0 # 	Parrot Bird
705	MONSTER		10000	0 # 	Stone Form

# UOSA EQUIPMENT					
585	EQUIPMENT	10000	# Leather_Arms_Female		
586	EQUIPMENT	10000	# Leather_Arms_Male		
587	EQUIPMENT	10000	# Leather_Chest_Female		
588	EQUIPMENT	10000	# Leather_Chest_Male		
589	EQUIPMENT	10000	# Leather_Legs_Female		
590	EQUIPMENT	10000	# Leather_Legs_Male
591	EQUIPMENT	10000	# Plate_Arms_Female
592	EQUIPMENT	10000	# Plate_Arms_Male
593	EQUIPMENT	10000	# Plate_Chest_Female
594	EQUIPMENT	10000	# Plate_Chest_Male
595	EQUIPMENT	10000	# Plate_Kilt_Female
596	EQUIPMENT	10000	# Plate_Kilt_Male
597	EQUIPMENT	10000	# Plate_Legs_Female
598	EQUIPMENT	10000	# Plate_Legs_Male
599	EQUIPMENT	10000	# Stone_Arms_Female
600	EQUIPMENT	10000	# Armor_Stone_Arms_Male
601	EQUIPMENT	10000	# Armor_Stone_Chest_Female
602	EQUIPMENT	10000	# Armor_Stone_Chest_Male
603	EQUIPMENT	10000	# Armor_Stone_Kilt_Female
604	EQUIPMENT	10000	# Armor_Stone_Kilt_Male
609	EQUIPMENT	10000	# Armor_Stone_Legs_Female
610	EQUIPMENT	10000	# Armor_Stone_Legs_Male
654	EQUIPMENT	10000	# Clothing_Arms_Female
655	EQUIPMENT	10000	# Clothing_Arms_Male
656	EQUIPMENT	10000	# Clothing_Chest_Female
657	EQUIPMENT	10000	# Clothing_Chest_Male
658	EQUIPMENT	10000	# Clothing_Kilt_Female
659	EQUIPMENT	10000	# Clothing_Kilt_Male
660	EQUIPMENT	10000	# Clothing_Legs_Female
661	EQUIPMENT	10000	# Clothing_Legs_Male
663	EQUIPMENT	10000	# Leather_Kilt_Female
664	EQUIPMENT	10000	# Leather_Kilt_Male
662	EQUIPMENT	10000	# Axe_Dual_Short
668	EQUIPMENT	10000	# Sword_Bloodblade
669	EQUIPMENT	10000	# Boomerang
670	EQUIPMENT	10000	# Sword_Broadsword
671	EQUIPMENT	10000	# Sword_Dread
672	EQUIPMENT	10000	# Glave_Cyclone
673	EQUIPMENT	10000	# Dagger
674	EQUIPMENT	10000	# Mace_Disk
675	EQUIPMENT	10000	# Spear_Dual_Pointed
676	EQUIPMENT	10000	# Staff_Glass
677	EQUIPMENT	10000	# Staff_Serpentstone
678	EQUIPMENT	10000	# Sword_Shortblade
690	EQUIPMENT	10000	# Sword_Talwar
693	EQUIPMENT	10000	# Glave_Soul
671	EQUIPMENT	10000	# Sword_Dread
691	EQUIPMENT	10000	# Sword_Glass
320	EQUIPMENT	10000	# FishingPole_Gargoyle
321	EQUIPMENT	10000	# Lantern_Off_Gargoyle
322	EQUIPMENT	10000	# Lantern_On_Gargoyle
323	EQUIPMENT	10000	# Pickaxe_Gargoyle
324	EQUIPMENT	10000	# Shepards_Crook_Gargoyle
325	EQUIPMENT	10000	# Smithyhammer_Gargoyle
326	EQUIPMENT	10000	# Spellbook_BookOfArms_Gargoyle
327	EQUIPMENT	10000	# Spellbook_Bushido_Gargoyle
328	EQUIPMENT	10000	# Spellbook_Chivalry_Gargoyle
329	EQUIPMENT	10000	# Spellbook_Gargoyle
330	EQUIPMENT	10000	# Spellbook_Necromancy_Gargoyle5:13 PM 4/29/2009
331	EQUIPMENT	10000	# Spellbook_Ninjutsu_Gargoyle
332	EQUIPMENT	10000	# Spellbook_SpellWeaving_Gargoyle
333	EQUIPMENT	10000	# Weapon_Wand_Gargoyle_Legacy
335	EQUIPMENT	10000	"# Weapon_Shield_Leather_Medium_Gargoyle_Legacy"""
336	EQUIPMENT	10000	"# Weapon_Shield_Leather_Small_Gargoyle_Legacy"""
337	EQUIPMENT	10000	"# Weapon_Shield_Plate_Large_Gargoyle_Legacy"""
338	EQUIPMENT	10000	"# Weapon_Shield_Plate_Medium_Gargoyle_Legacy"""
339	EQUIPMENT	10000	"# Weapon_Shield_Plate_Small_Gargoyle_Legacy"""
340	EQUIPMENT	10000	"# Weapon_Shield_Scale_Large_Gargoyle_Legacy"""
341	EQUIPMENT	10000	# Gargoyle Robe_Fancy
342	EQUIPMENT	10000	# Gargoyle Robe_Regular
343	EQUIPMENT	10000	# Weapon_Shield_Scale_Chaos_Gargoyle
344	EQUIPMENT	10000	# Weapon_Shield_Scale_Order_Gargoyle
483	EQUIPMENT	10000	# Horns_Gargoyle_Male_Legacy
485	EQUIPMENT	10000	# Horns_Gargoyle_Male_Legacy
492	EQUIPMENT	# Bandanna (Old School)	
499	EQUIPMENT	10000	# Horns_Gargoyle_Male_Legacy
696	EQUIPMENT	10000	# Horns_Gargoyle_Male_Legacy
697	EQUIPMENT	10000	# Horns_Gargoyle_Male_Legacy
698	EQUIPMENT	10000	# Horns_Gargoyle_Male_Legacy
699	EQUIPMENT	10000	# Horns_Gargoyle_Male_Legacy
769	EQUIPMENT	10000	# Horns_Gargoyle_Female_Legacy
541	EQUIPMENT	10000	# Horns_Gargoyle_Female_Legacy
534	EQUIPMENT	10000	# Horns_Gargoyle_Female_Legacy
795	EQUIPMENT	10000	# Horns_Gargoyle_Female_Legacy
707	EQUIPMENT	10000	# Horns_Gargoyle_Female_Legacy
708	EQUIPMENT	10000	# Horns_Gargoyle_Female_Legacy	
475	EQUIPMENT	10000	# Horns_Gargoyle_Female_Legacy	
632	EQUIPMENT	10000	# Horns_Gargoyle_Female_Legacy	
843	EQUIPMENT	10000	# Horns_Gargoyle_Male	
# IM NOT SURE IF WE ARE MISSING SOMETHING10:34 AM 7/30/2009 HERE - THIS ASSET SHOULD GET DELTED OFF THIS LIST  :::  545	EQUIPMENT	10000	#	Horns_Gargoyle_Female_Legacy
647	EQUIPMENT	10000	# Horns_Facial_Male	
650	EQUIPMENT	10000	# Horns_Facial_Male	
652	EQUIPMENT	10000	# Horns_Facial_Male	
665	EQUIPMENT	10000	# Horns_Facial_Male	
547	EQUIPMENT	10000	# Clothing_Robe_Deathshroud_Gargoyle_Legacy	
130	MONSTER		10000	# UOSA Blistering Gargoyle - Xferred from Legacy version above
427	EQUIPMENT	# HUman Mysticism Spellbook		
428	EQUIPMENT	10000	# Gargoyle Mysticism Spellbook	
509	EQUIPMENT	10000	# Horns_Gargoyle_Male_Legacy	
885	EQUIPMENT	10000	# Gargoyle Ankh Asset - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL	
865	EQUIPMENT	10000	# HUMAN Ankh Asset - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL	
510	EQUIPMENT	10000	# Human and Garg necklace - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL	
753	MONSTER		10000	# Gargloyle Slave from UOSA
436	EQUIPMENT	0	# Gargoyle Bracelet - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL	
437	EQUIPMENT	0	# Gargoyle Earrings - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL	
438	EQUIPMENT	0	# Gargoyle Ring - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL	
439	EQUIPMENT	0	# Gargoyle Necklace - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL	
432	ANIMAL		10000	# Ethereal Boura Vet Reward
1026	MONSTER		10000	# Uber Turkey
433	EQUIPMENT	10000	# Halloween Mask (Paperdoll Only)	
1027	EQUIPMENT	10000	# WEAPON_Gargoyle_Bardich_2H	
1028	EQUIPMENT	10000	# WEAPON_Gargoyle_BattleAxe_2H	
1029	EQUIPMENT	10000	# WEAPON_Gargoyle_BoneHarvester_1H	
1030	EQUIPMENT	10000	# WEAPON_Gargoyle_ButchersKnife_1H	
1032	EQUIPMENT	10000	# WEAPON_Gargoyle_Cleaver_1H	
1033	EQUIPMENT	10000	# WEAPON_Gargoyle_Daisho_2H	
1034	EQUIPMENT	10000	# WEAPON_Gargoyle_Katana_1H
1035	EQUIPMENT	10000	# WEAPON_Gargoyle_KrissKnife_1H
1036	EQUIPMENT	10000	# WEAPON_Gargoyle_Lance_2H
1037	EQUIPMENT	10000	# WEAPON_Gargoyle_Maul
1038	EQUIPMENT	10000	# WEAPON_Gargoyle_NewGlave01_1H
1039	EQUIPMENT	10000	# WEAPON_Gargoyle_NewGlave02_1H
1040	EQUIPMENT	10000	# WEAPON_Gargoyle_Pike_2H
1041	EQUIPMENT	10000	# WEAPON_Gargoyle_Scythe_2H
1042	EQUIPMENT	10000	# WEAPON_Gargoyle_Staff_Gnarled_2H
1043	EQUIPMENT	10000	# WEAPON_Gargoyle_Tekagi_2H
1044	EQUIPMENT	10000	# WEAPON_Gargoyle_Tessen_2H_001044
1045	EQUIPMENT	10000	# WEAPON_Gargoyle_WarFork_1H_001045
1046	EQUIPMENT	10000	# WEAPON_Gargoyle_WarHammer_2H_001046
1047	EQUIPMENT	10000	# WEAPON_Gargoyle_Axe_2H	
1048	EQUIPMENT	10000	# GARGOYLE Talons Leather Female
1049	EQUIPMENT	10000	# GARGOYLE Talons Leather Male
1050	EQUIPMENT	10000	# GARGOYLE Talons Plate Female
1051	EQUIPMENT	10000	# GARGOYLE Talons Plate Male
1053	EQUIPMENT	10000	# Gargoyle Belt
1054	EQUIPMENT	10000	# Gargoyle Half Apron
1055 	EQUIPMENT	10000	# Armor_Cloth_Wings_Female
1056	EQUIPMENT	10000	# Armor_Cloth_Wings_Male
1057	EQUIPMENT	10000	# Armor_Leather_Wings_Female
1058	EQUIPMENT	10000	# Armor_Leather_Wings_Male	
1063	EQUIPMENT	10000	# Gargoyle Female Glasses_Legacy
1064	EQUIPMENT	10000	# Gargoyle Male Glasses_Legacy
1065	EQUIPMENT	10000	# Gargoyle Female Sash_Legacy
1066	EQUIPMENT	10000	# Gargoyle Male Sash_Legacy
1062	EQUIPMENT	0	# Human Barding Spellbook
1067	EQUIPMENT	10000	# Gargoyle Barding Spellbook
1068	MONSTER		12000	# Scalis
1069	ANIMAL		10000	# Ancient_Hell_Hound
1070	MONSTER		10000	# Werewolf
1071	MONSTER		10000	# VirtueBane
1239 	EQUIPMENT	10000	# TALISMAN HARP - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL	
1240 	EQUIPMENT	10000	# TALISMAN LUTE - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL	
1241 	EQUIPMENT	10000	# TALISMAN DRUM- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1242 	EQUIPMENT	10000	# TALISMAN FLUTE - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1243 	EQUIPMENT	10000	# TALISMAN GARGOYLE MUSICAL INSTRUMENT - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1244 	MONSTER		10000	# Water Spirit
1245 	MONSTER		10000	# Water Spirit Tentacle
1246 	MONSTER		10000	# Jack O Lantern Clown
1247 	MONSTER		10000	# Jack O Lantern Daemon
1248 	MONSTER		10000	# Baddie 01
1249 	EQUIPMENT	0	# Human 15 Robe Male
1250 	EQUIPMENT	0	# Human 15 Robe Female
1251 	EQUIPMENT	10000	# Gargoyle 15 Robe Male
1252 	EQUIPMENT	10000	# Gargoyle 15 Robe Female
1253 	HUMAN		10000	# LBT
1254 	ANIMAL 		10000	# Tiger_Mount
1255 	ANIMAL		10000	# Tiger_Ethereal_Mount
1261 	EQUIPMENT	0		# Human Robe BG Male
1262 	EQUIPMENT	0		# Human Robe BG Female
1263 	EQUIPMENT	0		# Shield_Vice
1265 	EQUIPMENT	0		# Shield_Virtue
1267 	EQUIPMENT	0		# EQUIP_Shoes_Jester
1269 	EQUIPMENT	0		# EQUIP_Hat_Chef
1271 	EQUIPMENT	0		# EQUIP_Kilt01
1273 	EQUIPMENT	0		# EQUIP_Kilt02
1275 	EQUIPMENT	0		# EQUIP_Kilt03
1278 	EQUIPMENT	0		# EQUIP_Dress_Red
1279 	EQUIPMENT	10000	# Shield_Vice_Gargoyle
1280 	EQUIPMENT	10000	# Shield_Virtue_Gargoyle
1284 	EQUIPMENT	0		# EQUIP_Dress_Wed
1285	ANIMAL		10000	# Dino_Dimetrosaur
1286	ANIMAL		10000	# Dino_Gallusaurus
1287	ANIMAL		10000	# Dino_Archaeosaurus
1288	ANIMAL		10000	# Dragon_Turtle
1289	ANIMAL		10000	# Dino_Najasaurus
1290	ANIMAL		10000	# Dino_Allosaurus
1291	ANIMAL		10000	# Dino_Saurosaurus
1292	ANIMAL		10000	# Dino_Anchisaur
1293	ANIMAL		10000	# Dino_Myrmidex
1294	ANIMAL		10000	# Dragon_Turtle_Baby
1295	EQUIPMENT	0		# EQUIP_Chest_Tiger_H_M
1296	EQUIPMENT	0		# EQUIP_Chest_Tiger_H_F
1297	EQUIPMENT	0		# EQUIP_Pants_Long_Tiger_H
1298	EQUIPMENT	0		# EQUIP_Pants_Short_Tiger_H
1299	EQUIPMENT	0		# EQUIP_Skirt_Long_Tiger_H
1300	EQUIPMENT	0		# EQUIP_Skirt_Short_Tiger_H
1301	EQUIPMENT	0		# EQUIP_Helm_Tiger_H
1302	EQUIPMENT	0		# EQUIP_Collar_Tiger_H
1303	EQUIPMENT	0		# EQUIP_Chest_Turtle_H_M
1304	EQUIPMENT	0		# EQUIP_Chest_Turtle_H_F
1305	EQUIPMENT	0		# EQUIP_Pants_Long_Turtle_H
1306	EQUIPMENT	0		# EQUIP_Helm_Turtle_H
1307	EQUIPMENT	0		# EQUIP_Bracers_Turtle_H
1308	ANIMAL		10000	# Gorilla_Giant
1309	ANIMAL		10000	# Baby_Tiger
1400	ANIMAL		10000	# Dino_Trex
1401	ANIMAL		10000	# Turanchula_Mount
1402	ANIMAL		10000	# Myrmidex_Drone
1403	ANIMAL		10000	# Myrmidex_Warrior
1404	ANIMAL 		10000	# Myrmidex_Queen
1405	ANIMAL	 	10000	# DrSpector
1406	ANIMAL	 	10000	# Golem_Aztec
1407	ANIMAL	 	10000	# Horse_Unicorn_RB
1408	ANIMAL	 	10000	# Horse_Palomino
1409	ANIMAL	 	10000	# Dragon_Hildebrandt
1410	ANIMAL	 	10000	# Canine_Windrunner
1411	EQUIPMENT	0       # EQUIP_Dress_Wedding
1412	EQUIPMENT	0 		# EQUIP_Hat_TopHat
1413 	EQUIPMENT	0 		# EQUIP_Shirt_Tux
1414	EQUIPMENT	0 		# EQUIP_Pants_Wedding
1415	ANIMAL	 	10000	# Dino_Triceratops
1416	ANIMAL	 	10000	# Tiger_Sabertooth
1417	ANIMAL	 	10008	# Dragon_Small_Platinum
1418	ANIMAL	 	10008	# Dragon_Ele_Platinum
1419	ANIMAL	 	10008	# Dragon_Small_Crimson
1420	ANIMAL	 	10008	# Dragon_Ele_Crimson
1421	ANIMAL	 	10008	# Dragon_Small_Stygian
1422	ANIMAL	 	10008	# Dragon_Ele_Stygian
1423	ANIMAL	 	10000	# Fox_Small
1424	ANIMAL	 	10000	# Beetle_Rhino
1425	ANIMAL	 	10000	# Goat_Necromancer
1426	ANIMAL	 	10000	# Lion
1427	ANIMAL	 	10000	# Titan_Water_Tentacle
1428    MONSTER	 	10000	# JackintheBox
1429	EQUIPMENT   0       # Haunted_Vale
1430	EQUIPMENT   0       # Hat_Wed_Haunted
1431	ANIMAL	 	10000	# Titan_Earth_Head
1432	ANIMAL	 	10000	# Titan_Air_Whirlwind
1433	MONSTER	 	12000	# Titan_Fire_Demon
1434	ANIMAL		10000	# Dragon_Asian_Mount
1435	EQUIPMENT	0		# EQUIP_Robe_Store_M01
1436	EQUIPMENT	0		# EQUIP_Robe_Store_F01
1437	EQUIPMENT	0		# EQUIP_Robe_Store_M02
1438	EQUIPMENT	0		# EQUIP_Robe_Store_F02
1439	EQUIPMENT	0		# EQUIP_Robe_Store_M03
1440	ANIMAL		12000	# Bird_Peacock_Mount
1441	ANIMAL		10000	# Tiger_Undead_Mount
1442	EQUIPMENT	0		# EQUIP_Robe_Store_F03
1443	EQUIPMENT	0		# EQUIP_Robe_Store_M04
1444	EQUIPMENT	0		# EQUIP_Robe_Store_F04
1445	EQUIPMENT	0		# EQUIP_Robe_Store_M05
1446	EQUIPMENT	0		# EQUIP_Robe_Store_F05
1447	EQUIPMENT	0		# EQUIP_Male_H_Hair
1448	EQUIPMENT	0		# EQUIP_Male_H_Hair
1449	EQUIPMENT	0		# EQUIP_Male_H_Hair
1450	EQUIPMENT	0		# EQUIP_Male_H_Hair
1451	EQUIPMENT	0		# EQUIP_Male_H_Beard
1452	EQUIPMENT	0		# EQUIP_Male_H_Beard
1453	EQUIPMENT	0		# EQUIP_Male_H_Beard
1454	EQUIPMENT	0		# EQUIP_Male_H_Beard
1455	EQUIPMENT	0		# EQUIP_Female_H_Hair
1456	EQUIPMENT	0		# EQUIP_Female_H_Hair
1457	EQUIPMENT	0		# EQUIP_Female_H_Hair
1458	EQUIPMENT	0		# EQUIP_Female_H_Hair
1459	EQUIPMENT	0		# EQUIP_Male_E_Hair
1460	EQUIPMENT	0		# EQUIP_Male_E_Hair
1461	EQUIPMENT	0		# EQUIP_Male_E_Hair
1462	EQUIPMENT	0		# EQUIP_Male_E_Hair
1463	EQUIPMENT	0		# EQUIP_Female_E_Hair
1464	EQUIPMENT	0		# EQUIP_Female_E_Hair
1465	EQUIPMENT	0		# EQUIP_Female_E_Hair
1466	EQUIPMENT	0		# EQUIP_Female_E_Hair
1467	EQUIPMENT	10000		# EQUIP_Male_G_Horns
1468	EQUIPMENT	10000		# EQUIP_Male_G_Horns
1469	EQUIPMENT	10000		# EQUIP_Male_G_Horns
1470	EQUIPMENT	10000		# EQUIP_Male_G_Horns
1471	EQUIPMENT	10000		# EQUIP_Male_G_Beard_HHorns
1472	EQUIPMENT	10000		# EQUIP_Male_G_Beard_Horns
1473	EQUIPMENT	10000		# EQUIP_Male_G_Beard_Horns
1474	EQUIPMENT	10000		# EQUIP_Male_G_Beard_Horns
1475	EQUIPMENT	10000		# EQUIP_Female_G_Horns
1476	EQUIPMENT	10000		# EQUIP_Female_G_Horns
1477	EQUIPMENT	10000		# EQUIP_Female_G_Horns
1478	EQUIPMENT	10000		# EQUIP_Female_G_Horns
1479    MONSTER	 	12000	# Khal_Ankur
1480    EQUIPMENT	0		# EQUIP_Male_H_Mask_Khal_Ankur
1481    EQUIPMENT	0		# EQUIP_Female_H_Mask_Khal_Ankur
1482    EQUIPMENT	0		# EQUIP_Male_G_Necklace_Khal_Ankur
1483    EQUIPMENT	0		# EQUIP_Female_G_Necklace_Khal_Ankur
1484	MONSTER		12000	# Krumpus
1485	MONSTER		12000	# Krumpus Imp
1486	EQUIPMENT	0		# EQUIP_Whip_1H_Blunt
1488	EQUIPMENT	10000	# EQUIP_Gargoyle_Whip_1H_Blunt
1490	EQUIPMENT	0		# EQUIP_Whip_1H_Pierce
1492	EQUIPMENT	10000	# EQUIP_Gargoyle_Whip_1H_Pierce
1494	EQUIPMENT	0		# EQUIP_Whip_1H_Slash
1496	EQUIPMENT	10000	# EQUIP_Gargoyle_Whip_1H_Slash
1498    EQUIPMENT	0		# EQUIP_Male_Boots_Holiday
1499    EQUIPMENT	0		# EQUIP_Female_Boots_Holiday
1500    EQUIPMENT	0		# EQUIP_Male_Hat_Santa
1501    EQUIPMENT	0		# EQUIP_Female_Hat_Santa
1502    EQUIPMENT	10000	# GARGOYLE_Talons_Holiday_Male
1503    EQUIPMENT	10000	# GARGOYLE_Talons_Holiday_Female
1504    EQUIPMENT	10000   # Gargoyle Earrings - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL - Male - Holiday	
1505    EQUIPMENT	10000   # Gargoyle Earrings - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL - Female - Holiday	
1506	EQUIPMENT	0		# EQUIP_H_Male_Parrot_Epaulets- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL 
1507	EQUIPMENT	0		# EQUIP_H_Female_Parrot_Epaulets - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL 
1508	EQUIPMENT	10000   # Gargoyle_Male_Parrot_Epaulets - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL 
1509	EQUIPMENT	10000   # Gargoyle_Female_Parrot_Epaulets- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1510	ANIMAL		12000	# Crab_Coconut_Mount
1511	ANIMAL		10000	# Crab_Coconut_Small
1512	ANIMAL		12000	# Crab_Coconut_Large
1513	EQUIPMENT	0		# EQUIP_Helm_Pumpkin
1515	EQUIPMENT	0		# EQUIP_Bottle_1H
1516	EQUIPMENT	0		# EQUIP_Neck_Mempo
1517	EQUIPMENT	0		# EQUIP_Belt_Mace
1518	EQUIPMENT	0		# EQUIP_Hood_Assassin
1519	EQUIPMENT	0		# EQUIP_Belt_Sword
1520	EQUIPMENT	0		# EQUIP_Hood_Mage
1521	EQUIPMENT	0		# EQUIP_Belt_Dagger
1522	EQUIPMENT	0		# EQUIP_Tabbard
1523	EQUIPMENT	0		# EQUIP_Cloak_Quarter
1524	EQUIPMENT	0   	# EQUIP_Hat_Bake_Kitsune
1525	EQUIPMENT	0		# EQUIP_Tabbard_Gargoyle
1526	ANIMAL	 	10000	# War_Boar_Mount
1527	ANIMAL	 	10000	# Capybara_Mount
1528	ANIMAL	 	10000	# Capybara_Baby
1529 	EQUIPMENT	0		# EQUIP_Shield_Pirate_Male_H
1530 	EQUIPMENT	0		# EQUIP_Shield_Pirate_Female_H
1531 	EQUIPMENT	10000	# Equip_Shield_Pirate_Male_G
1532 	EQUIPMENT	10000	# Equip_Shield_Pirate_Female_G
1533 	EQUIPMENT	0		# Equip_Sash_H_Empty New Legacy
1534 	EQUIPMENT	0		# Equip_Sash_H_1thirdfull New Legacy
1535 	EQUIPMENT	0		# Equip_Sash_H_2thirdfull New Legacy
1536 	EQUIPMENT	0		# Equip_Sash_H_Full New Legacy
1537 	EQUIPMENT	10000	# Equip_Sash_G_Empty New Legacy
1538 	EQUIPMENT	10000	# Equip_Sash_G_1thirdfull New Legacy
1539 	EQUIPMENT	10000	# Equip_Sash_G_2thirdfull New Legacy
1540 	EQUIPMENT	10000	# Equip_Sash_G_Full New Legacy
1541	ANIMAL	 	12000	# Rabbit_Doom
1542	ANIMAL	 	10000	# Rabbit_Doom_Baby
1543 	EQUIPMENT	0		# Weapon_Wand_H
1544 	EQUIPMENT	0		# EQUIP_Lantern_H_On
1545 	EQUIPMENT	0		# EQUIP_Lantern_H_Off
1546	ANIMAL	 	12000	# Dog_Newfoundland
1547	ANIMAL	 	12000	# Dog_Alaskan_Malamute
1548	ANIMAL	 	12000	# Dog_Great_Dane
1549	ANIMAL	 	12000	# Dog_Saint_Bernard
1550 	EQUIPMENT	0		# EQUIP_Orb_H
1551	ANIMAL	 	12000	# Dog_Black_Russian_terrier
1552	ANIMAL	 	12000	# Dog_Rottweiler
1554    EQUIPMENT	0    	# Equip_Staff_Candycane_H
1555    EQUIPMENT	10000	# WEAPON_Staff_Candycane_G  
1565 	EQUIPMENT	0	    # EQUIP_Belt_Demon_H
1566 	EQUIPMENT	10000	# EQUIP_Belt_Demon_G
1567 	EQUIPMENT	10000	# Weapon_Wand_Garg
1568 	EQUIPMENT	10000	# EQUIP_Lantern_Garg_On
1569 	EQUIPMENT	10000	# EQUIP_Lantern_Garg_Off
1570 	EQUIPMENT	10000	# EQUIP_Orb_Garg
1553	ANIMAL	 	10000	# Sphinx New Legacy
1556 	EQUIPMENT	0    	# EQUIP_Armor_Gloves_Leather_Arcane New Legacy
1557 	EQUIPMENT	0    	# EQUIP_Armor_Arms_Leather_Arcane New Legacy
1558 	EQUIPMENT	0    	# EQUIP_Armor_Legs_Leather_Arcane New Legacy
1559 	EQUIPMENT	0    	# EQUIP_Armor_Jacket_Leather_Arcane_Male New Legacy
1560 	EQUIPMENT	0    	# EQUIP_Armor_Jacket_Leather_Arcane_Female New Legacy
1561 	EQUIPMENT	0    	# EQUIP_Armor_Helmet_Ringmail New Legacy
1562 	EQUIPMENT	0    	# EQUIP_Armor_Helmet_Leather_Studded New Legacy
1563 	EQUIPMENT	0    	# EQUIP_Armor_Gloves_Chainmail New Legacy
1564 	EQUIPMENT	0    	# EQUIP_Armor_Arms_Chainmail New Legacy
1571   	EQUIPMENT	0		# EQUIP_Shield_Hildebrandt_H
1572   	EQUIPMENT	10000	# Equip_Shield_Hildebrandt_G
